id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8254648,Au calme dans un super quartier,43530778,Tiphaine,,Batignolles-Monceau,48.88481650377912,2.3089871348969093,Entire home/apt,75,4,2,2015-09-21,0.21,1,364
4455438,beau studio à Porte de Champerret ,23084474,Alaa,,Batignolles-Monceau,48.88584985955742,2.2929651340974777,Private room,80,1,0,,,1,365
6683685,Appartement Paris 16°,7146901,Amelie,,Batignolles-Monceau,48.87590732731398,2.2924733120313254,Entire home/apt,200,1,0,,,1,365
7427979,2rooms/4pers-Batignolles/Montmartre,25153851,Sebastien,,Batignolles-Monceau,48.88463092714326,2.3188918849154527,Entire home/apt,69,2,10,2016-06-06,0.91,1,29
8387943,Appartement dans les Batignolles,11036483,Jean-Baptiste,,Batignolles-Monceau,48.88462288788174,2.3236680838178825,Entire home/apt,100,1,1,2015-09-18,0.10,1,306
6968529,duplex in 17e arrondissement,35987401,JuYoung,,Batignolles-Monceau,48.88216375776191,2.31850697943195,Entire home/apt,85,1,1,2015-09-06,0.10,1,0
4717808,2pers - 10 min Champs-Elysées  25m2,23804395,Catherine,,Batignolles-Monceau,48.88032811195714,2.293378284699085,Entire home/apt,65,3,21,2016-06-22,1.15,1,334
6287908,Charmant 2 pièce Batignolles 42 m2,6891440,Sacha,,Batignolles-Monceau,48.886823197229305,2.3151349553336695,Entire home/apt,70,1,1,2015-05-17,0.07,1,365
2614924,PARIS Champs-Elysees Montmartre,13390830,Laury,,Batignolles-Monceau,48.88507792522856,2.3185379627498928,Entire home/apt,45,3,43,2016-03-05,1.55,1,302
13635194,Appartement de 38m2 dans le 17ème,42190010,Camille,,Batignolles-Monceau,48.896254512300445,2.317228418986843,Entire home/apt,50,1,1,2016-06-25,1,1,358
1302438,Cosy studio 430 sq ft  in Paris 17,7081540,Camille,,Batignolles-Monceau,48.888438185075444,2.3130106220151965,Entire home/apt,44,2,50,2016-06-27,1.36,1,283
9294790,Happy studio,6173826,Sandra,,Batignolles-Monceau,48.893081437137376,2.320974650248247,Entire home/apt,40,1,9,2016-06-20,1.17,1,365
1166136,Apartment heart of Batignolles,6386422,Louis,,Batignolles-Monceau,48.88485421122435,2.3182121523942865,Entire home/apt,75,1,44,2016-06-05,1.44,1,334
11782361,Charming studio Ternes,11480181,Mehdi,,Batignolles-Monceau,48.88121645756258,2.2950825876060548,Entire home/apt,42,1,0,,,1,0
8109812,Nice Studio Paris Porte Maillot,42811622,Marie,,Batignolles-Monceau,48.882836883489155,2.2869695767229,Entire home/apt,62,2,1,2015-09-28,0.11,1,0
12339831,Master Bedroom near Arc de Triomphe,20253246,Maxime,,Batignolles-Monceau,48.88332404278372,2.2857054632645517,Private room,50,1,2,2016-05-11,1.00,1,245
6985524,Superbe 3 pièces au cœur de Paris,5150379,Farouk & Sonia,,Batignolles-Monceau,48.87967517830052,2.2821141358249246,Entire home/apt,125,7,0,,,1,28
6664645,Agréable 2 pièces aux batignolles.,34886875,Juliano,,Batignolles-Monceau,48.886073357551304,2.3178708137723563,Entire home/apt,50,2,16,2016-06-26,1.37,1,46
4234520,"◄Indulge Quartier ""des Batignolles""",5474622,Bebi,,Batignolles-Monceau,48.883484306059124,2.318087555056769,Entire home/apt,80,2,30,2016-06-28,1.45,4,144
2638974,Nice and cosy near Saint lazare,13513562,Marine,,Batignolles-Monceau,48.88506394670665,2.3237689385965106,Entire home/apt,58,2,3,2015-07-09,0.23,3,365
6658632,Lovely flat in Batignolles,10580633,Camille,,Batignolles-Monceau,48.88616916552427,2.3206138993062244,Entire home/apt,55,1,3,2015-06-26,0.23,1,0
12949889,Lovely 106m2 Batignolles in Paris,35765429,Julien,,Batignolles-Monceau,48.88641384802497,2.3105615475338057,Entire home/apt,89,1,0,,,2,360
11112117,Chambre avec vue incroyable,13730647,Quentin,,Batignolles-Monceau,48.881122312820175,2.289840372390901,Entire home/apt,75,1,0,,,2,365
13205647,appartement spacieux dans paris,17708243,Jean,,Batignolles-Monceau,48.89350426747958,2.3154087938357955,Entire home/apt,120,1,3,2016-06-17,3,1,17
3637834,Appartement Paris 17e,4240959,Gary,,Batignolles-Monceau,48.885514412749146,2.3060811878909093,Entire home/apt,80,1,1,2016-03-18,0.28,1,365
6123979,Superbe appartement Villiers,30283793,Maud,,Batignolles-Monceau,48.883856812316715,2.315720725125765,Entire home/apt,111,2,14,2016-06-19,1.02,1,363
1274691,Estudio near montmartre,6937994,Juan Carlos,,Batignolles-Monceau,48.894076876859295,2.324786070112516,Private room,75,1,0,,,1,365
7373489,Grande chambre avec sdb dans le 17e,29938984,Nicolas,,Batignolles-Monceau,48.882904479179025,2.2933653906430362,Private room,45,1,0,,,3,0
10049009,Modern flat near Arc de Triomphe,29798104,FatimaZahra,,Batignolles-Monceau,48.876576284481345,2.2932957183839524,Entire home/apt,100,1,3,2016-06-20,0.98,1,363
6987254,Parc Monceau,16715794,Amaury,,Batignolles-Monceau,48.88231518067536,2.302198181412258,Entire home/apt,112,1,0,,,1,0
12553478,Charmant studio tout équipé,68039542,Saly,,Batignolles-Monceau,48.89032737238977,2.317450345762369,Entire home/apt,60,1,0,,,1,329
1052656,Very chic appt for 6 Monceau /Levis,5796291,Anne Et Fréderic,,Batignolles-Monceau,48.882846115883254,2.3169383933685417,Entire home/apt,160,5,2,2015-07-31,0.16,1,46
3018762,Delightful Home + Garden -Paris17th,3183980,Tim & Jen,,Batignolles-Monceau,48.881935201515596,2.3159510989296592,Entire home/apt,99,2,8,2015-10-07,0.40,1,188
6374540,Nice 45m2 flat near Montmartre,33219137,Florie,,Batignolles-Monceau,48.89244078815394,2.326487713961158,Entire home/apt,65,1,2,2015-06-05,0.15,1,365
1482365,1BR+sofa/Batignolles/Lovely balcony,5733549,Philippe,,Batignolles-Monceau,48.88899647796795,2.318331641019969,Entire home/apt,76,7,0,,,1,356
13589417,Appart rue de Levis - Batignolles,9015370,Jenny,,Batignolles-Monceau,48.88195313369377,2.3151326356427613,Entire home/apt,70,5,0,,,1,307
12922747,Beau studio au cœur des batignolles,70902943,Valentin,,Batignolles-Monceau,48.884889206788365,2.326212100709133,Entire home/apt,60,1,3,2016-06-25,3,1,365
827857,Cosy 1bed Opéra–Montmartre–Elysee,4340796,Charles,,Batignolles-Monceau,48.88630045939975,2.3178474421470585,Entire home/apt,72,2,16,2016-05-30,0.38,1,365
8823276,le romantique des batignolles,46217703,Agnès,,Batignolles-Monceau,48.88583691099331,2.3187635167926626,Entire home/apt,65,1,0,,,2,0
13707035,"Bel appart lumineux à Paris 17ème, 5ème ascenseur",75935083,Isabelle,,Batignolles-Monceau,48.89364274362985,2.3233449897202196,Private room,70,2,0,,,2,16
10162883,Jolie appartement,27290358,Malik,,Batignolles-Monceau,48.87725697511289,2.291461716570245,Entire home/apt,132,2,0,,,1,26
960069,Arc de Triomphe/Champs Elysées Apt,5212633,G,,Batignolles-Monceau,48.87818468681869,2.295303876679937,Entire home/apt,129,1,39,2016-05-07,0.99,1,347
11130955,STUDIO  Arc de triomphe/ ternes,45570942,Emilie,,Batignolles-Monceau,48.879822583247304,2.2924380061122753,Entire home/apt,75,2,1,2016-06-18,1,1,363
9245031,Appart 2 pièces 30m2 coeur de Paris,47533120,Marie,,Batignolles-Monceau,48.892246074668364,2.323192674644769,Entire home/apt,49,1,0,,,1,0
5974899,—Jolie chambre de bonne/Nice room‘—,25157492,Anton,,Batignolles-Monceau,48.88271645682473,2.2955781811775204,Entire home/apt,26,8,4,2016-04-06,0.36,1,165
7514602,Hamelin paris,13730647,Quentin,,Batignolles-Monceau,48.88189188184064,2.291226155861223,Entire home/apt,150,1,5,2016-05-21,0.43,2,365
2272120,2 pièces avec balcon bd Courcelles,11600924,Nathalie,,Batignolles-Monceau,48.879376691404076,2.300793743954531,Entire home/apt,125,1,3,2016-01-21,0.20,1,365
6597598,Paris 17 flat for 2-4,34515140,Marie,,Batignolles-Monceau,48.88634960808024,2.3152864938853743,Entire home/apt,143,1,0,,,1,0
13585027,Studio cosy,78435593,Clara,,Batignolles-Monceau,48.894726547593464,2.321811937445052,Entire home/apt,60,1,1,2016-06-27,1,1,7
5964004,"Laugier, Duplex design",789620,Charlotte,,Batignolles-Monceau,48.88457478857875,2.292531108112881,Entire home/apt,321,3,0,,,60,179
3321127,Romantic - near Champs Elysées,13725286,Adel,,Batignolles-Monceau,48.8760404999121,2.2957245808315943,Entire home/apt,136,1,8,2015-09-15,0.69,1,0
7908791,Appt standing proche champs élysées,41702749,Jeremy,,Batignolles-Monceau,48.89550776838932,2.3073575366455095,Entire home/apt,90,1,0,,,1,0
10149356,"Elegant, Large, WALK to Ch. Elysees",51942470,Don,,Batignolles-Monceau,48.87712129152564,2.294409643747726,Entire home/apt,198,2,1,2016-04-05,0.33,1,365
1497295,Monceau - Ternes,4846708,Julia,,Batignolles-Monceau,48.88295442972547,2.2899430844203934,Entire home/apt,88,3,3,2015-01-31,0.14,6,135
13027771,Studio closed to Champs Elysées,761900,Luisa&Gilles,,Batignolles-Monceau,48.88221026097438,2.2874085610266937,Entire home/apt,251,1,0,,,1,8
1428230,rent my studio this summer,7679540,Snjezana,,Batignolles-Monceau,48.885641783597436,2.316815110101525,Entire home/apt,28,15,0,,,1,208
6429913,Chaleureux studio proche Montmartre,33556464,Francoise,,Batignolles-Monceau,48.892417315750954,2.3231051775933924,Entire home/apt,90,1,0,,,1,365
9610046,Super appartement quartier Levis,10717818,Cécile,,Batignolles-Monceau,48.887406143162934,2.3124377402100467,Entire home/apt,111,1,0,,,1,226
1221601,Charming Apartment with balcony,6655895,Sylvie,,Batignolles-Monceau,48.88638803595801,2.31998571141618,Private room,90,4,0,,,1,324
7893016,Nice and cosy appart in 17th,41614126,Ker,,Batignolles-Monceau,48.89544706100573,2.3212107687379944,Entire home/apt,65,1,0,,,1,365
13148501,Between Champs Elysees & Montmartre,18990153,Loic,,Batignolles-Monceau,48.88220165337092,2.317495820392982,Entire home/apt,58,2,2,2016-06-27,2,1,14
7375976,FAMILY APT. NEXT TO ARC DE TRIOMPHE,38641024,Marc,,Batignolles-Monceau,48.88167986531284,2.301158670392851,Entire home/apt,230,1,0,,,1,0
1197073,Cosy studio close to Champs Elysées,6540059,Grégor,,Batignolles-Monceau,48.88032033176174,2.299247060256797,Entire home/apt,140,2,2,2013-09-11,0.06,2,210
13010041,Nice apartment  17ème district .,71775508,Philippe,,Batignolles-Monceau,48.890640385667744,2.31631187861101,Shared room,65,1,0,,,1,365
3571844,Big Family Apt in 17th/Parc Monceau,8226623,Deborah,,Batignolles-Monceau,48.88123708952527,2.313029095884588,Entire home/apt,476,1,0,,,1,0
4615132,Appartement familial 3 chambres,14406806,Sander,,Batignolles-Monceau,48.87849385304652,2.2881110173414676,Entire home/apt,276,2,11,2016-05-20,0.57,1,363
13004596,Cosy flat near Champs Elysées,9967393,Lilou,,Batignolles-Monceau,48.88053822942921,2.2933545443128756,Entire home/apt,140,1,0,,,2,365
2014358,Beautiful apt for 2,10360305,Lorraine,,Batignolles-Monceau,48.88692456851354,2.292037075530218,Entire home/apt,120,1,0,,,1,211
11015479,Joli 2 pièces quartier commerçant,43521282,Jérémy,,Batignolles-Monceau,48.87866997063106,2.297122970274479,Entire home/apt,70,4,3,2016-06-23,0.62,1,31
9092084,nice single room quiet area,47406231,Famille N,,Batignolles-Monceau,48.88858974328293,2.305467124249643,Entire home/apt,34,2,10,2016-06-04,1.29,1,351
9878424,Le charme au coeur des Batignolles,49981983,Eloi,,Batignolles-Monceau,48.88866448489015,2.3208145569202148,Entire home/apt,60,2,3,2016-06-16,0.86,1,357
9878554,Smart stay close to Champs Elysées,37805693,Sylvie,,Batignolles-Monceau,48.88268390968545,2.2949142052318523,Entire home/apt,95,2,1,2016-06-05,1,1,363
704672,Comfortable flat - Paris Lévis,3619762,Edouard,,Batignolles-Monceau,48.88428510541612,2.314547644167945,Entire home/apt,171,3,12,2016-04-08,0.27,1,365
7629836,charmant 2 pièces cosy ensoleillé,24475232,Anne-Lise,,Batignolles-Monceau,48.88309057713947,2.31740223920615,Entire home/apt,70,1,0,,,1,0
7127283,Cosy flat - Montmartre/Batignolles,18992468,Aurore,,Batignolles-Monceau,48.88809693813468,2.3247130912508442,Entire home/apt,70,1,0,,,1,0
11559545,Les Batignolles Big Studio!,18417773,Ali,,Batignolles-Monceau,48.89040619553915,2.323423364492932,Entire home/apt,50,1,6,2016-06-16,4.00,1,347
9574066,2 bedroom apartment-Arc de Triomphe,23973954,Géraldine,,Batignolles-Monceau,48.87886382155853,2.291176684578511,Entire home/apt,140,4,0,,,1,0
3719596,2 bedroom appartment,11870292,Luis,,Batignolles-Monceau,48.88144964189218,2.288992779148063,Entire home/apt,90,7,0,,,1,0
8150108,Charmant appartement 2pièces équipé,6182431,Stéphanie,,Batignolles-Monceau,48.89025823891154,2.3179975901629732,Entire home/apt,50,1,0,,,1,365
7608014,Cosy flat in Paris 17 - Batignolles,18638676,Elyssar,,Batignolles-Monceau,48.88717866302433,2.3196289126163783,Entire home/apt,75,1,0,,,1,0
3173261,Ideal home for a couple in Paris !,16060984,Raphaël,,Batignolles-Monceau,48.889717188214654,2.319974119733585,Entire home/apt,69,3,6,2015-12-26,0.24,1,0
4614053,Appart Cosy situé aux Batignolles ,23903887,Audrey,,Batignolles-Monceau,48.89277512711461,2.316840540774204,Entire home/apt,100,1,0,,,1,0
13768465,Charming apartment close to Montmartre,37660649,Baptiste,,Batignolles-Monceau,48.88974120137508,2.3250089285464197,Entire home/apt,60,1,0,,,1,11
416091,Your studio (Moulin Rouge-Opera),1830746,Emilie,,Batignolles-Monceau,48.88381665051128,2.313137818706537,Entire home/apt,40,3,4,2016-06-11,0.09,1,42
5557177,Parisian Apartment,7632429,Ambroise,,Batignolles-Monceau,48.87754751792462,2.2917051108178565,Entire home/apt,90,1,0,,,1,238
9705450,"Bel appartement, Villiers-Monceau",50113691,Agnès,,Batignolles-Monceau,48.88176949814431,2.3150280791393523,Entire home/apt,45,2,0,,,1,362
968121,***Studio sur jardín *ETOILE*TERNES,5282963,Laurence,,Batignolles-Monceau,48.880514984640826,2.291360861199973,Entire home/apt,85,4,6,2015-09-21,0.18,1,302
3326557,appartement de charme tout confort,15699771,Dominique,,Batignolles-Monceau,48.882667121042935,2.318472824277478,Entire home/apt,111,7,2,2015-10-24,0.14,1,349
7258724,1 bedroom apt on Boulevard Pereire,38002829,,,Batignolles-Monceau,48.880405004509164,2.2897021579798826,Entire home/apt,99,1,0,,,1,365
13289273,Nice flat with 2 rooms in the heart of Paris,29682195,Julia,,Batignolles-Monceau,48.88228165399037,2.317044505357441,Entire home/apt,80,1,0,,,1,0
180948,"Lovely home, Batignolles-Montmartre",863835,Paul,,Batignolles-Monceau,48.89037299584906,2.3181122855470853,Entire home/apt,40,1,6,2015-12-23,0.83,1,0
6342971,Grand appartement de standing 180m2,33033793,Michael,,Batignolles-Monceau,48.88722358283726,2.3079681297232493,Entire home/apt,376,2,0,,,1,62
11163532,Studio 19m2 proche Batignolles,58066660,Mathieu,,Batignolles-Monceau,48.88845662030718,2.3138736883650806,Entire home/apt,40,1,3,2016-06-16,0.91,1,359
5950088,Nice 2-rooms flat in Batignolles,13806601,Guillaume,,Batignolles-Monceau,48.88572998176944,2.313643287653067,Entire home/apt,50,2,0,,,1,0
676347,Lovely flat under the roof !,3437403,Vincent,,Batignolles-Monceau,48.89080683473699,2.325267606636138,Entire home/apt,45,2,16,2013-11-23,0.35,1,0
3891859,"Paris center, charming private room",3292044,Séverine,,Batignolles-Monceau,48.882653449116795,2.316938169783879,Private room,45,2,39,2016-06-21,1.90,2,333
9719343,Appartement rue de Levis,8018381,Anais,,Batignolles-Monceau,48.88409540354116,2.3151388517621094,Entire home/apt,70,1,0,,,1,28
7618606,Paris,37605441,Beomsik,,Batignolles-Monceau,48.89527551614022,2.3167282826573268,Private room,20,1,0,,,1,0
6999087,Sous loc pr 1 mois 2pièces 75017,36695174,Maxime,,Batignolles-Monceau,48.885703297445666,2.3153572319622895,Entire home/apt,40,4,0,,,1,0
8441060,QUARTIER CHAMPS ELYSEES,44442225,Eric,,Batignolles-Monceau,48.882588650611304,2.30261607122161,Entire home/apt,90,2,4,2015-12-21,0.43,1,259
6606225,Studio,31379979,Stephane,,Batignolles-Monceau,48.88895016912067,2.3259366505176344,Entire home/apt,30,3,14,2016-06-14,1.10,1,2
3067505,Charmant 2 pièces ,15577141,Guillemette,,Batignolles-Monceau,48.88635895304883,2.31250755242076,Entire home/apt,70,1,2,2014-08-31,0.08,1,0
7223190,Studio with amazing view,37813605,Do,,Batignolles-Monceau,48.8803570051097,2.301601867005612,Entire home/apt,50,1,0,,,1,0
10670135,Le repaire de Paris,54973416,Pierre,,Batignolles-Monceau,48.88428584696239,2.3256380181992933,Entire home/apt,65,1,20,2016-06-25,7.32,1,364
3420233,Cosy Parisian Flat ,5223109,Sacha Et Romain,,Batignolles-Monceau,48.88707280224794,2.298867054148427,Entire home/apt,100,3,0,,,1,365
7608857,Rue des Dames,17870669,Arnaud,,Batignolles-Monceau,48.885510917627556,2.3245946952097065,Entire home/apt,90,2,0,,,1,365
12983120,Appartement Paris 17,39183521,Arthur,,Batignolles-Monceau,48.898297664507666,2.328290513856322,Entire home/apt,50,1,0,,,1,354
13372709,"Lovely flat, perfect for a couple !",10708945,Arthur,,Batignolles-Monceau,48.88735419123056,2.323344613363482,Entire home/apt,60,1,3,2016-07-01,3,1,0
7567708,Grand studio quartier Courcelles,39678052,Gaetan,,Batignolles-Monceau,48.88174131274213,2.301324455877633,Entire home/apt,76,1,0,,,1,0
401211,2 bedrooms close to rue de LEVIS,1651752,Myriam,,Batignolles-Monceau,48.885394769145414,2.3136992606036166,Entire home/apt,200,5,1,2014-04-14,0.04,17,276
10279526,Studio design sur jardin privé,4203828,Catherine,,Batignolles-Monceau,48.88556903900389,2.3218521469213456,Entire home/apt,111,3,0,,,1,364
7658400,Cosy&Cheap studio à Paris,37826045,Hanane,,Batignolles-Monceau,48.8930489394529,2.3173733081911734,Entire home/apt,30,1,1,2015-08-31,0.10,1,0
2105561,Suite Grande Armée - Champs Elysées,2979596,Pascal,,Batignolles-Monceau,48.87756252724931,2.291523816511154,Entire home/apt,120,7,0,,,13,336
3321910,"Modern, luminous apt in 17th ",1353881,Aurélie,,Batignolles-Monceau,48.885507769466905,2.3150121585643917,Entire home/apt,120,2,5,2015-01-02,0.21,1,365
8838613,Bel Appartement de 100m² m°Pereire,23600663,Pierre-Julien,,Batignolles-Monceau,48.884839990110336,2.2987449866150604,Entire home/apt,125,2,0,,,1,0
10935018,Beau studio 2 pièces dans le 17ème,56693511,Rudy,,Batignolles-Monceau,48.88064885924226,2.29460888488507,Entire home/apt,40,5,0,,,1,288
10149542,Appartement,52090434,Frédéric,,Batignolles-Monceau,48.87598457412356,2.292293891559378,Entire home/apt,135,1,1,2016-06-11,1,1,99
2679020,Brochant,13716217,Sid,,Batignolles-Monceau,48.88913979217975,2.3214065277788,Entire home/apt,111,1,0,,,1,0
12248043,Charmant studio avec mezzanine,30402970,Charlène,,Batignolles-Monceau,48.88516031671383,2.312254886771773,Entire home/apt,45,1,5,2016-06-13,1.79,1,246
5694495,Beau 2 pièces proche Champs Elysées,1563032,Jeanne,,Batignolles-Monceau,48.88603358571681,2.293214932183652,Entire home/apt,100,4,0,,,1,364
3505001,"Charming flat ""Les Batignolles""",17646989,Théodore,,Batignolles-Monceau,48.883454803969585,2.318917802154241,Entire home/apt,55,3,36,2016-07-03,1.54,1,27
9626548,Cosy flat with view on Eiffel Tower,49793561,Sophie,,Batignolles-Monceau,48.885127690230945,2.2988013523631428,Entire home/apt,66,6,2,2016-02-16,0.32,1,244
1369494,65m2 - 2 Beds / 3 pcs bourgeois apt,2234336,Christophe,,Batignolles-Monceau,48.895118965853904,2.3125255215882623,Entire home/apt,70,6,3,2015-07-01,0.14,1,183
1238587,beautiful duplex 75017 paris,6752072,Rioufol,,Batignolles-Monceau,48.8863484087261,2.3219809104896774,Private room,200,2,0,,,1,365
9708616,A nest in the Batignolles district,27320305,François,,Batignolles-Monceau,48.88542567526897,2.3154882043442337,Entire home/apt,59,1,8,2016-06-29,1.76,1,364
9890479,Beautiful Luminous Apartment,1129328,Matthias,,Batignolles-Monceau,48.88803269701987,2.3057342136126326,Entire home/apt,65,5,0,,,1,0
7268753,Appartement haussmanien 5ème étage,9920649,Valerie,,Batignolles-Monceau,48.87944598130342,2.2928120768742044,Entire home/apt,401,7,1,2016-01-03,0.16,1,44
4386473,Studio tout confort au Parc Monceau,3732704,Charnay,,Batignolles-Monceau,48.879655599430336,2.3026448863622386,Entire home/apt,90,3,0,,,4,34
4647817,Appartement T3 - 6 personnes,8651093,Marine,,Batignolles-Monceau,48.896760842523385,2.3220620149377904,Entire home/apt,120,1,0,,,1,0
7662577,Cute Flat-Appart sympa Batignolles,40220642,Fio,,Batignolles-Monceau,48.8867375825687,2.324458514138317,Entire home/apt,55,2,5,2016-04-30,0.51,1,23
5820927,"BATIGNOLLES/VILLIERS, 2 TO 4 PERS",237404,Anne Claire,,Batignolles-Monceau,48.88539155631022,2.3195245969745977,Entire home/apt,120,3,9,2015-12-31,0.71,1,352
6090128,"Charmant studio, quatier Batignolle",31605374,Michel,,Batignolles-Monceau,48.886935738608614,2.323957474512755,Entire home/apt,70,1,1,2015-10-06,0.11,1,365
9184470,Cosy & Charming Parisian Apartment,47786035,Sophia,,Batignolles-Monceau,48.88686136437735,2.310548873471976,Entire home/apt,75,3,0,,,1,3
6876623,Studette Batignolles,2931901,Sophie,,Batignolles-Monceau,48.88487610423916,2.318690749602616,Entire home/apt,40,1,5,2016-06-11,0.41,1,122
8843296,Lovely flat nearby Etoile/Ternes!,41943571,Lucie,,Batignolles-Monceau,48.87946162552179,2.2910812220522816,Entire home/apt,60,1,7,2016-06-27,1.24,1,38
8726523,Appartement proche Champs Elysées,12302155,Amandine,,Batignolles-Monceau,48.88495788476154,2.313850403170832,Entire home/apt,60,1,2,2016-06-20,1.25,1,197
