business_id,city,full_address,latitude,longitude,name,review_count,stars,state,type,Sunday_Open,Sunday_Close,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Noise Level,Attire,Alcohol,Price_Range,Delivery,Outdoor_Seating,Drive-Thru,Good_for_Groups,Has_TV,Caters,Waiter_Service,Good_for_Kids,Accepts_Credit_Cards,Takes_Reservations,Wi_Fi,Happy_Hour,Good_for_Dancing,Smoking,BYOB,Corkage,Take_Out,Coat_Check,Parking_Street,Parking_Valet,Parking_Lot,Parking_Garage,Parking_Validated,Music_DJ,Music_Karaoke,Music_Video,Music_Live,Music_Jukebox,Music_Background_Music,Is_Restaurants,Sandwiches,Fast Food,Nightlife,Pizza,Bars,Mexican,Food,American (Traditional),Burgers,Chinese,Italian,American (New),Breakfast & Brunch,Thai,Indian,Sushi Bars,Korean,Mediterranean,Japanese,Seafood,Middle Eastern,Pakistani,Barbeque,Vietnamese,Asian Fusion,Diners,Greek,Vegetarian,Number_of_Checkins,Number_of_Tips,Number_of_Tip_Likes
o5x_Rd3WchjNZHF3xphqwQ,Las Vegas,"8275 S Eastern Ave Ste 101 Southeast Las Vegas, NV 89123",36.0388712,-115.11899109999999,Smith Susan DDS,3,5.0,NV,business,,,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
I83NNRHZRQZiCPcd9QzC5w,Las Vegas,"4111 Boulder Hwy Las Vegas, NV 89121",36.133052,-115.08490159999998,Boulder Station Hotel & Casino,172,3.0,NV,business,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,2.0,,,,1.0,,,,0.0,1.0,,paid,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,66,1
Hxif_8Oyady2jR9TUlprzQ,Las Vegas,"10105 Banburry Cross Dr Ste 350 Summerlin Las Vegas, NV 89144",36.1828297,-115.3163645,"Lionel J Handler, MD",3,3.5,NV,business,,,08:00,17:00,08:00,17:00,08:00,18:00,08:00,18:00,08:00,18:00,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rlKCK8kKvtFfLWLomIE7A,Las Vegas,"6226 S Sandhill Rd Ste B Southeast Las Vegas, NV 89120",36.0761322,-115.0910413,Aqua Plumbing LLC,5,3.5,NV,business,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1KvN6aZ6e-PutO0XW8NyCw,Las Vegas,"2950 E. Flamingo St Ste I Eastside Las Vegas, NV 89121",36.1154439,-115.1104147,Law Offices of Jorge G Corral,7,2.5,NV,business,,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BKNC0g_rFg6fjhAOnJOyrA,Las Vegas,"3231 N Decatur Blvd Ste 219 Northwest Las Vegas, NV 89130",36.218057,-115.208424,Nevada Career Institute,4,2.0,NV,business,,,08:30,22:00,08:30,22:00,08:30,22:00,08:30,22:00,08:30,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
6RwDGtHa7Iau8FOtjkkvLA,Las Vegas,"3975 W Quail Ave Ste 4 Las Vegas, NV 89118",36.083996,-115.19305,Neil Smith's Vegas Guitars Custom Shop,8,5.0,NV,business,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZeMHiF-u7WZY1gf3-L6Alg,Las Vegas,"1631 W Craig Rd Ste 5-8 Las Vegas, NV 89030",36.2040034,-115.12962490000001,Petco,14,2.5,NV,business,10:00,19:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,0
l6QcUE8XXLrVH6Ydm4GSNw,Las Vegas,"Texas Station Casino 2101 Texas Star Ln Las Vegas, NV 89032",36.1974092,-115.19138490000002,Fatburger,12,3.0,NV,business,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,very_loud,casual,none,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,no,,,,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,,,,,,,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0
aBFiwLYaReshow7wi9Jmqw,Las Vegas,"2715 W Craig Rd Las Vegas, NV 89032",36.238889799999995,-115.1783004,Discount Tire Store - North Las Vegas,28,5.0,NV,business,,,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,7,0
P4kL61pMUMSUYFkSKhbk5g,Las Vegas,"Las Vegas, NV 89142",36.175,-115.136389,Tile Savers of Nevada,3,4.5,NV,business,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2eXRcLkP65MjeUIQBu9-lg,Las Vegas,"9480 S Eastern Ave Ste 252 Southeast Las Vegas, NV 89123",36.0164875,-115.11817690000001,Sherry Goldstein's Yoga Sanctuary,16,4.5,NV,business,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,20,1
AgtFQVxo-PGQVsOdY6Nvdg,Las Vegas,"10525 Eastern Ave Ste 130 Anthem Las Vegas, NV 89101",35.9992047,-115.1074743,Pizza Hut,7,3.5,NV,business,,,,,,,,,,,,,,,,,none,2.0,1.0,,,1.0,1.0,,0.0,1.0,1.0,0.0,,,,,,,1.0,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
Yz6ikkTerRArkbtz6brwIg,Las Vegas,"1620 E Serene Ave Southeast Las Vegas, NV 89123",36.020948700000005,-115.1306003,Pilates By Dolly Eastside,3,5.0,NV,business,08:00,13:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,08:00,13:00,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
muqFM9Hoamh_fGL4MPeZqg,Las Vegas,"9470 Eastern Ave Southeast Las Vegas, NV 89123",36.017604999999996,-115.1178915,Fado Irish Pub,22,3.5,NV,business,11:00,02:00,11:00,02:00,11:00,02:00,11:00,02:00,11:00,02:00,11:00,02:00,11:00,02:00,,casual,full_bar,2.0,0.0,0.0,,1.0,,,1.0,0.0,1.0,1.0,,1.0,,outdoor,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-Pn2M22Tf0AUwNsT8UlSyA,Las Vegas,"7770 Duneville St Ste 5 Southwest Las Vegas, NV 89118",36.0480738,-115.22048600000001,Green Planet Landscaping,9,3.5,NV,business,,,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pi03WhCpmq2DSubHON6Y8Q,Las Vegas,"4631 E Charleston Blvd Sunrise Las Vegas, NV 89104",36.15868820000001,-115.073852,Nevada Foot Institute,4,2.5,NV,business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iSAQMeIOwse9ONiqcSOHQg,Las Vegas,"9550 S Eastern Ave Las Vegas, NV 89123",36.0146737,-115.1173662,Best Mattress,3,2.5,NV,business,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0
_cCXT5YPOW4-rNCuNVZf2g,Las Vegas,"1920 E. Serene Avenue Suite 530 Southeast Las Vegas, NV 89123",36.021060999999996,-115.12595449999999,Mattress Firm Clearance,25,4.5,NV,business,12:00,18:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,,,,2.0,,,,,,,,,1.0,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0
TQVSaC0HOUIVRiJn7Cx-gA,Las Vegas,"2950 S Maryland Pkwy Eastside Las Vegas, NV 89109",36.136246,-115.1359712,Steinberg Diagnostic Medical Imaging,15,2.5,NV,business,,,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:30,13:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0
FGorBTbpa1VmLwf4nXBqPw,Las Vegas,"8530 W Sunset Rd Ste 230 Spring Valley Las Vegas, NV 89113",36.0714488,-115.27770770000001,Ear Nose & Throat Consultants of Nevada,17,2.5,NV,business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0
jiw3ch0LEctehsc3w2hWYA,Las Vegas,"The Strip Las Vegas, NV 89052",36.1160690793707,-115.172652465882,Aardvark Video and Media Productions,3,5.0,NV,business,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5WCXIZI2_M444IHPwxnt7Q,Las Vegas,"653 N Town Center Dr Ste 406 Summerlin Las Vegas, NV 89144",36.1808271,-115.3154314,Desert Valley Pediatrics,30,2.5,NV,business,,,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,11,0
jQgqPIf5QWH9iLQ0lSTXlg,Las Vegas,"Generations Medical Center 5135 S Durango Dr, Ste 102 Spring Valley Las Vegas, NV 89113",36.09556,-115.279724,"Arezo M. Fathie, MD",3,3.5,NV,business,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
zcAdkDiCRmiHqH_TesLjTA,Las Vegas,"25 E Wigwam Ave Ste 102 Southeast Las Vegas, NV 89123",36.035332000000004,-115.17107209999999,Hanger Prosthetics & Orthotics,4,2.5,NV,business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hAbB-Vcaf2BPpgY4ioeZpw,Las Vegas,"6315 S Rainbow Blvd Ste 104 Spring Valley Las Vegas, NV 89118",36.0737884,-115.2434154,Natural Care Institute,12,4.5,NV,business,,,08:00,12:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
0k-VfADQlgESYsjRJ0P0KA,Las Vegas,"2100 N Rampart Blvd Summerlin Las Vegas, NV 89128",36.1982525676501,-115.283225185865,Shepherd Eye Center,16,3.5,NV,business,,,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0
EZjyi60f7UyZ77vPrF6P2Q,Las Vegas,"9100 W Post Rd Spring Valley Las Vegas, NV 89148",36.0753219,-115.2906628,Nevada Eye & Ear,6,2.5,NV,business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
HAdB0XDuZ8DnYIGp2g-CcQ,Las Vegas,"900 E Karen Ave Ste D202 Eastside Las Vegas, NV 89109",36.1405381,-115.1426058,The Sci-Fi Center,10,5.0,NV,business,,,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,23:00,11:00,23:00,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,8,0
CKb5vfHZO-HKjIQgSWXC8w,Las Vegas,"1507 W Oakey Blvd Las Vegas, NV 89102",36.1522814,-115.16217979999999,The Studio,6,5.0,NV,business,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
hyrZfJyUCvrJE4r7MZQ1qg,Las Vegas,"1507 W Oakey Blvd Las Vegas, NV 89102",36.1522814,-115.16217979999999,Paradise Electro Stimulations,3,4.5,NV,business,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
VZyE9u5-gAG62zfe53hXWA,Las Vegas,"1501 W Sahara Ave Las Vegas, NV 89102",36.1436722,-115.1697916,Artisan Hotel Boutique,387,3.0,NV,business,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,very_loud,,full_bar,2.0,,1.0,,1.0,1.0,,,,1.0,,free,1.0,1.0,outdoor,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053,146,2
AFDFOs2GaIyUArGyEUDQzQ,Las Vegas,"4355 Spring Mountain Rd Chinatown Las Vegas, NV 89102",36.125908,-115.19790400000001,Cafe Noodle & Chinese Barbeque,190,3.5,NV,business,11:00,02:00,11:00,02:00,11:00,02:00,11:00,02:00,11:00,02:00,11:00,02:00,11:00,02:00,average,casual,beer_and_wine,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,no,,,,,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,91,3
FV16IeXJp2W6pnghTz2FAw,Las Vegas,"4029 Spring Mountain Rd Chinatown Las Vegas, NV 89102",36.126177,-115.19397099999999,Pho Kim Long,1907,3.5,NV,business,06:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00,06:00,average,casual,beer_and_wine,2.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10562,813,5
0yMFHlhqKshLYd66vYQ3Bg,Las Vegas,"1701 S Decatur Blvd Westside Las Vegas, NV 89102",36.1515274,-115.2078199,Mastroianni Fashions,11,3.0,NV,business,11:00,17:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,18:00,,,,2.0,,,,,,,,,1.0,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
ZzFzGe8j4saQnNOAf5X8ew,Las Vegas,"3111 S Valley View Blvd Westside Las Vegas, NV 89102",36.1318533,-115.19206799999999,Universal Carpet Care,6,3.0,NV,business,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biSzvkKWukoH3Gfwij988w,Las Vegas,"3441 W Sahara Ave Ste C7 Westside Las Vegas, NV 89102",36.143566401099,-115.188219472491,Meadows Chiropractic,16,5.0,NV,business,,,09:00,18:00,14:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0
j6LvcZdFY2i16FdTGvtINA,Las Vegas,"4080 W Desert Inn Rd Westside Las Vegas, NV 89102",36.1306312,-115.1938929,United Auto Glass,44,5.0,NV,business,,,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0
pzZzHAIHE1WWdk0GmoriPQ,Las Vegas,"3819 W Sahara Avenue Westside Las Vegas, NV 89102",36.1439411,-115.1926233,Eye Glass World #18,4,2.5,NV,business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRW4M0m9fUmNPyk4bV0gxA,Las Vegas,"2404 Western Ave Las Vegas, NV 89102",36.1453189,-115.16725190000001,Flora Couture by Floral 2000,28,4.5,NV,business,,,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,14:00,,,,3.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
cvJDHk1ho0DxaF26etcr8Q,Las Vegas,"2580 S Decatur Blvd Westside Las Vegas, NV 89102",36.142934999999994,-115.207747,"Oiga, Mire, Vea Colombian Cuisine",67,3.5,NV,business,10:00,23:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,17:00,very_loud,casual,full_bar,2.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,28,0
